Timestamp;Temp;Hum;Bar;Rain
1605339600;11.4;79;1027.0;0.0
1605340200;11.4;80;1027.0;0.0
1605340800;11.4;79;1026.9;0.0
1605341400;11.4;79;1027.0;0.0
1605342000;11.4;79;1026.9;0.0
1605342600;11.4;79;1027.0;0.0
1605343200;11.4;79;1027.0;0.0
1605343800;11.4;79;1027.0;0.0
1605344400;11.5;79;1027.1;0.0
1605345000;11.5;79;1027.1;0.0
1605345600;11.4;79;1027.1;0.0
1605346200;11.4;79;1027.1;0.0
1605346800;11.5;79;1027.2;0.0
1605347400;11.5;79;1027.2;0.0
1605348000;11.6;79;1027.1;0.0
1605348600;11.7;79;1027.0;0.0
1605349200;11.7;79;1027.0;0.25
1605349800;11.8;80;1027.0;0.0
1605350400;11.8;80;1026.9;0.0
1605351000;11.9;80;1026.8;0.0
1605351600;12.1;81;1026.7;0.0
1605352200;12.1;82;1026.7;0.0
1605352800;12.3;82;1026.5;0.0
1605353400;12.4;82;1026.4;0.0
1605354000;12.6;82;1026.3;0.0
1605354600;12.7;82;1026.2;0.0
1605355200;12.8;82;1026.1;0.0
1605355800;12.9;82;1026.1;0.0
1605356400;13.0;82;1026.1;0.0
1605357000;12.9;82;1026.0;0.0
1605357600;12.8;82;1025.9;0.0
1605358200;12.8;82;1025.9;0.0
1605358800;12.9;82;1025.9;0.0
1605359400;12.9;81;1025.7;0.0
1605360000;12.9;81;1025.8;0.0
1605360600;12.8;81;1025.8;0.0
1605361200;12.8;81;1025.7;0.0
1605361800;12.8;81;1025.6;0.0
1605362400;12.8;81;1025.5;0.0
1605363000;12.8;81;1025.6;0.0
1605363600;12.8;81;1025.6;0.0
1605364200;12.8;81;1025.6;0.0
1605364800;12.8;81;1025.6;0.0
1605365400;12.7;81;1025.5;0.0
1605366000;12.7;81;1025.5;0.0
1605366600;12.7;81;1025.4;0.0
1605367200;12.8;81;1025.3;0.0
1605367800;12.8;81;1025.2;0.0
1605368400;12.8;82;1025.2;0.0
1605369000;12.7;82;1025.2;0.0
1605369600;12.7;82;1025.2;0.0
1605370200;12.7;82;1025.1;0.0
1605370800;12.7;82;1025.1;0.0
1605371400;12.6;82;1025.1;0.0
1605372000;12.6;82;1025.1;0.0
1605372600;12.6;82;1025.1;0.0
1605373200;12.5;82;1025.2;0.0
1605373800;12.5;82;1025.1;0.0
1605374400;12.4;82;1025.3;0.0
1605375000;12.5;82;1025.2;0.0
1605375600;12.5;82;1025.2;0.0
1605376200;12.5;82;1025.3;0.0
1605376800;12.5;82;1025.3;0.0
1605377400;12.5;82;1025.4;0.0
1605378000;12.4;82;1025.4;0.0
1605378600;12.5;82;1025.4;0.0
1605379200;12.6;82;1025.3;0.0
1605379800;12.5;82;1025.3;0.0
1605380400;12.4;82;1025.3;0.0
1605381000;12.3;82;1025.4;0.0
1605381600;12.3;82;1025.3;0.0
1605382200;12.2;82;1025.4;0.0
1605382800;12.2;82;1025.4;0.0
1605383400;12.2;82;1025.4;0.0
1605384000;12.2;82;1025.5;0.0
1605384600;12.2;82;1025.5;0.0
1605385200;12.1;82;1025.5;0.0
1605385800;12.1;82;1025.5;0.0
1605386400;12.1;82;1025.6;0.0
1605387000;12.1;82;1025.6;0.0
1605387600;12.1;82;1025.7;0.0
1605388200;12.0;82;1025.7;0.0
1605388800;12.0;82;1025.6;0.0
1605389400;11.9;82;1025.7;0.0
1605390000;11.9;82;1025.6;0.0
1605390600;11.9;82;1025.6;0.0
1605391200;11.9;82;1025.6;0.0
1605391800;11.8;83;1025.6;0.0
1605392400;11.8;83;1025.5;0.0
1605393000;11.8;82;1025.5;0.0
1605393600;11.8;83;1025.4;0.0
1605394200;11.8;82;1025.4;0.0
1605394800;11.8;82;1025.4;0.0
1605395400;11.8;82;1025.5;0.0
1605396000;11.8;82;1025.3;0.0
1605396600;11.8;83;1025.2;0.0
1605397200;11.8;83;1025.2;0.0
1605397800;11.8;82;1025.2;0.0
1605398400;11.8;82;1025.2;0.0
1605399000;11.7;82;1025.1;0.0
1605399600;11.7;82;1025.1;0.0
1605400200;11.7;82;1024.9;0.0
1605400800;11.7;83;1024.8;0.0
1605401400;11.7;83;1024.7;0.0
1605402000;11.7;83;1024.7;0.0
1605402600;11.7;82;1024.6;0.0
1605403200;11.7;82;1024.6;0.0
1605403800;11.7;82;1024.5;0.0
1605404400;11.7;82;1024.5;0.0
1605405000;11.7;82;1024.5;0.0
1605405600;11.6;82;1024.4;0.0
1605406200;11.6;83;1024.4;0.0
1605406800;11.6;83;1024.3;0.0
1605407400;11.6;82;1024.1;0.0
1605408000;11.6;82;1024.1;0.0
1605408600;11.6;82;1024.0;0.0
1605409200;11.5;82;1024.1;0.0
1605409800;11.5;82;1024.1;0.0
1605410400;11.4;82;1024.1;0.0
1605411000;11.5;82;1024.1;0.0
1605411600;11.4;82;1024.0;0.0
1605412200;11.4;82;1024.0;0.0
1605412800;11.4;82;1024.0;0.0
1605413400;11.4;82;1024.1;0.0
1605414000;11.4;82;1024.1;0.0
1605414600;11.3;82;1024.1;0.0
1605415200;11.3;82;1023.9;0.0
1605415800;11.3;82;1023.9;0.0
1605416400;11.3;82;1023.9;0.0
1605417000;11.2;82;1023.9;0.0
1605417600;11.2;82;1023.9;0.0
1605418200;11.2;82;1023.9;0.0
1605418800;11.1;82;1023.8;0.0
1605419400;11.1;82;1023.9;0.0
1605420000;11.2;82;1023.9;0.0
1605420600;11.2;82;1023.9;0.0
1605421200;11.2;82;1023.8;0.0
1605421800;11.2;82;1023.9;0.0
1605422400;11.2;82;1024.0;0.0
1605423000;11.2;82;1024.0;0.0
1605423600;11.3;82;1024.0;0.0
1605424200;11.3;82;1024.2;0.0
1605424800;11.3;82;1024.3;0.0
1605425400;11.3;82;1024.3;0.0
1605426000;11.4;82;1024.4;0.0
1605426600;11.6;82;1024.3;0.0
1605427200;11.7;82;1024.4;0.0
1605427800;11.8;82;1024.4;0.0
1605428400;11.8;82;1024.4;0.0
1605429000;11.9;82;1024.4;0.0
1605429600;12.0;82;1024.5;0.0
1605430200;12.0;82;1024.4;0.0
1605430800;12.2;82;1024.5;0.0
1605431400;12.3;82;1024.4;0.0
1605432000;12.3;82;1024.4;0.0
1605432600;12.4;82;1024.4;0.0
1605433200;12.6;82;1024.4;0.0
1605433800;12.7;82;1024.4;0.0
1605434400;12.8;82;1024.4;0.0
1605435000;12.8;82;1024.4;0.0
1605435600;12.9;82;1024.2;0.0
1605436200;13.0;82;1024.0;0.0
1605436800;13.0;82;1024.0;0.0
1605437400;12.9;82;1024.0;0.0
1605438000;13.0;82;1023.8;0.0
1605438600;13.1;82;1023.8;0.0
1605439200;13.1;82;1023.6;0.0
1605439800;13.2;82;1023.5;0.0
1605440400;13.3;81;1023.4;0.0
1605441000;13.2;81;1023.1;0.0
1605441600;13.2;80;1023.1;0.0
1605442200;13.4;79;1023.2;0.0
1605442800;13.4;80;1023.2;0.0
1605443400;13.2;78;1023.1;0.0
1605444000;13.3;78;1022.9;0.0
1605444600;13.4;79;1022.6;0.0
1605445200;13.6;79;1022.6;0.0
1605445800;13.5;78;1022.7;0.0
1605446400;13.5;78;1022.6;0.0
1605447000;13.5;78;1022.5;0.0
1605447600;13.4;77;1022.4;0.0
1605448200;13.4;78;1022.2;0.0
1605448800;13.4;78;1022.1;0.0
1605449400;13.5;77;1022.0;0.0
1605450000;13.5;77;1022.0;0.0
1605450600;13.4;77;1021.9;0.0
1605451200;13.3;78;1021.9;0.0
1605451800;13.2;78;1022.1;0.0
1605452400;13.2;78;1021.9;0.0
1605453000;13.2;79;1022.2;0.0
1605453600;13.2;79;1022.2;0.0
1605454200;13.2;79;1022.3;0.0
1605454800;13.1;79;1022.4;0.0
1605455400;13.1;79;1022.4;0.0
1605456000;13.0;79;1022.3;0.0
1605456600;12.9;80;1022.3;0.0
1605457200;12.9;80;1022.3;0.0
1605457800;12.8;80;1022.3;0.0
1605458400;12.8;80;1022.3;0.0
1605459000;12.8;80;1022.3;0.0
