20	-69.6	0	0	0	-67.0	0	0	0	0	-61.8
40	-70.3	0	0	0	-65.6	0	0	0	0	-61.4
60	-72.9	0	0	0	-68.2	0	0	0	0	-65.0
80	-79.0	0	0	0	-74.8	0	0	0	0	-71.9
100	-79.1	0	0	0	-74.9	0	0	0	0	-71.4
120	-80.5	0	0	0	-76.1	0	0	0	0	-72.9
140	-86.7	0	0	0	-82.3	0	0	0	0	-79.9
160	-88.4	0	0	0	-83.9	0	0	0	0	-82.8
180	-85.7	0	0	0	-81.1	0	0	0	0	-78.7
200	-89.3	0	0	0	-84.7	0	0	0	0	-82.6
250	-89.3	0	0	0	-85.0	0	0	0	0	-83.3
330	-91.5	0	0	0	-87.6	0	0	0	0	-86.2
